OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
6404,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_018,13.036296,80.262371,80.2623707,13.0362962,Full
6405,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_019,13.034076,80.257302,80.2573018,13.0340765,Full
6406,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_020,13.037858,80.260388,80.2603879,13.0378584,Full
6407,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_021,13.030503,80.258758,80.2587577,13.0305029,Half Full
6408,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_022,13.0378,80.263978,80.2639775,13.0378001,Full
6409,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_001,13.03454,80.260058,80.260058,13.0345402,Half Full
6410,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_002,13.03568,80.262502,80.2625019,13.0356802,Half Full
6411,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_003,13.033067,80.261352,80.2613523,13.0330669,Full
6412,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_004,13.038357,80.259314,80.2593142,13.0383566,Full
6413,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_005,13.034631,80.25875,80.2587495,13.0346305,Full
6414,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_006,13.038393,80.2645,80.2645004,13.0383926,Full
6415,N09,N123,Alwarpet,Alwarpet,Ananda Road,S_W123_007,13.033312,80.258283,80.2582831,13.0333122,Full
6416,N09,N123,Alwarpet,Alwarpet,Sundararajan Street,S_W123_001,13.037391,80.262818,80.2628177,13.0373907,Full
6417,N09,N123,Alwarpet,Alwarpet,Sundararajan Street,S_W123_002,13.034774,80.25825,80.2582498,13.034774,Full
6418,N09,N123,Alwarpet,Alwarpet,Sundararajan Street,S_W123_003,13.034064,80.257301,80.2573015,13.0340639,Empty
6419,N09,N123,Alwarpet,Alwarpet,Sundararajan Street,S_W123_004,13.033221,80.25981,80.2598102,13.0332213,Half Full
6420,N09,N123,Alwarpet,Alwarpet,Sundararajan Street,S_W123_005,13.034873,80.257215,80.2572149,13.0348733,Empty
6421,N09,N124,Mylapore,Mylapore,Kutchery Road,S_W124_001,13.038354,80.271076,80.2710762,13.038354,Empty
6422,N09,N124,Mylapore,Mylapore,Kutchery Road,S_W124_002,13.035356,80.270349,80.2703492,13.0353557,Empty
6423,N09,N124,Mylapore,Mylapore,Kutchery Road,S_W124_003,13.035762,80.269774,80.2697739,13.0357621,Full
6424,N09,N124,Mylapore,Mylapore,Mosque Street,S_W124_001,13.082183,80.27121,80.2712096,13.0821831,Full
6425,N09,N124,Mylapore,Mylapore,Mosque Street,S_W124_002,13.030316,80.269984,80.2699844,13.0303161,Empty
6426,N09,N124,Mylapore,Mylapore,Venkatesa Agraharam 1st And 2nd Lane,S_W124_001,13.08152,80.271268,80.2712678,13.0815199,Full
6427,N09,N124,Mylapore,Mylapore,Venkatesa Agraharam 1st And 2nd Lane,S_W124_002,13.032187,80.264187,80.2641873,13.0321867,Full
6428,N09,N124,Mylapore,Mylapore,Kallukaran Street,S_W124_001,13.036114,80.271185,80.2711849,13.0361142,Full
6429,N09,N124,Mylapore,Mylapore,Rakkiyappa Street,S_W124_001,13.03035,80.270054,80.2700537,13.03035,Full
6430,N09,N124,Mylapore,Mylapore,Rakkiyappa Street,S_W124_002,13.039581,80.273857,80.2738569,13.0395805,Full
6431,N09,N124,Mylapore,Mylapore,Rakkiyappa Street,S_W124_003,13.039934,80.273941,80.2739413,13.039934,Full
6432,N09,N124,Mylapore,Mylapore,Chitrakulam East Street,S_W124_001,13.030584,80.271997,80.2719966,13.0305843,Half Full
6433,N09,N124,Mylapore,Mylapore,South Mada Street,S_W124_001,13.037661,80.272893,80.272893,13.0376605,Full
6434,N09,N124,Mylapore,Mylapore,South Mada Street,S_W124_002,13.038263,80.271958,80.2719584,13.0382628,Empty
6435,N09,N124,Mylapore,Mylapore,South Mada Street,S_W124_003,13.039325,80.271844,80.2718437,13.039325,Full
6436,N09,N124,Mylapore,Mylapore,Rakkiyappa 1st Lane,S_W124_001,13.039528,80.268366,80.2683663,13.0395283,Empty
6437,N09,N124,Mylapore,Mylapore,Nachiyappa Street,S_W124_001,13.03013,80.266507,80.2665066,13.03013,Half Full
6438,N09,N124,Mylapore,Mylapore,Malleeswaran Koil Street,S_W124_001,13.038246,80.267699,80.2676989,13.0382462,Empty
6439,N09,N124,Mylapore,Mylapore,Vidyamandhir 1st Street,S_W124_001,13.037613,80.267617,80.2676174,13.0376129,Full
6440,N09,N124,Mylapore,Mylapore,Chitrakulam West Street,S_W124_001,13.031621,80.270488,80.2704885,13.0316214,Full
6441,N09,N124,Mylapore,Mandavelipakkam,Mandavelipakkam Street,S_W124_001,13.032103,80.265257,80.2652572,13.0321035,Empty
6442,N09,N124,Mylapore,Mandavelipakkam,Mandavelipakkam Street,S_W124_002,13.02974,80.262547,80.2625471,13.0297405,Empty
6443,N09,N124,Mylapore,Mylapore,North Mada Street,S_W124_001,13.029657,80.269941,80.2699413,13.0296568,Empty
6444,N09,N124,Mylapore,Mylapore,North Mada Street,S_W124_002,13.030177,80.270019,80.2700192,13.030177,Full
6445,N09,N124,Mylapore,Mylapore,Kesavaperumal West Street,S_W124_001,13.036007,80.267877,80.2678774,13.0360071,Full
6446,N09,N124,Mylapore,Mylapore,Kesavaperumal South Street,S_W124_001,13.032713,80.266879,80.2668791,13.0327129,Full
6447,N09,N124,Mylapore,Loganathan Colony,Srinivasa Road,S_W124_001,13.030294,80.266609,80.2666088,13.0302936,Empty
6448,N09,N124,Mylapore,Loganathan Colony,Srinivasa Road,S_W124_002,13.030933,80.266826,80.2668257,13.0309329,Full
6449,N09,N124,Mylapore,Loganathan Colony,Srinivasa Road,S_W124_003,13.031691,80.267137,80.2671369,13.0316915,Empty
6450,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_001,13.030277,80.270157,80.2701572,13.0302768,Half Full
6451,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_002,13.029921,80.268984,80.2689843,13.0299213,Full
6452,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_003,13.029217,80.267081,80.2670814,13.0292173,Full
6453,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_004,13.029449,80.267965,80.2679654,13.0294485,Half Full
6454,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_005,13.029518,80.266696,80.2666961,13.0295184,Half Full
6455,N09,N124,Mylapore,Mylapore,R.K. Mutt Road,S_W124_006,13.030283,80.26661,80.2666101,13.0302825,Full
6456,N09,N124,Mylapore,Mylapore,Kumaragurunathan Street,S_W124_001,13.032862,80.264712,80.2647119,13.0328624,Empty
6457,N09,N124,Mylapore,Mylapore,Mandavelipakkam Lane,S_W124_001,13.032202,80.26431,80.2643096,13.0322019,Full
6458,N09,N124,Mylapore,Ranganathapuram,Ranganathapuram,S_W124_001,13.031471,80.264306,80.2643056,13.031471,Full
6459,N09,N124,Mylapore,Mylapore,Mundakakanni Amman Koil Street,S_W124_001,13.036533,80.27115,80.2711501,13.0365329,Half Full
6460,N09,N124,Mylapore,Mylapore,Mundakakanni Amman Koil Street,S_W124_002,13.036113,80.271065,80.2710649,13.0361129,Full
6461,N09,N124,Mylapore,Mylapore,Solaiappan Street,S_W124_001,13.030342,80.266848,80.2668482,13.0303417,Full
6462,N09,N124,Mylapore,Mylapore,Solaiappan Street,S_W124_002,13.029312,80.269037,80.2690371,13.0293116,Half Full
6463,N09,N124,Mylapore,Mylapore,Ponnambala Vadhiyar Street,S_W124_001,13.029737,80.262522,80.2625216,13.0297366,Half Full
6464,N09,N124,Mylapore,Mylapore,Kapaleeswarar East Tank Squ. Street,S_W124_001,13.039245,80.273176,80.2731755,13.0392452,Full
6465,N09,N124,Mylapore,Mylapore,Adam Street,S_W124_001,13.032743,80.26649,80.2664903,13.0327429,Full
6466,N09,N124,Mylapore,Mylapore,Thengur Selva Vinayakar Koil Street,S_W124_001,13.032733,80.265386,80.2653864,13.0327333,Full
6467,N09,N124,Mylapore,Mylapore,Venkatesa Agraharam Road,S_W124_001,13.032715,80.266464,80.2664642,13.0327149,Full
6468,N09,N124,Mylapore,Mylapore,Venkatesa Agraharam Road,S_W124_002,13.03275,80.266869,80.2668691,13.0327501,Full
6469,N09,N124,Mylapore,Mylapore,Nattu Subbaraya 1st Lane,S_W124_001,13.031917,80.264268,80.2642676,13.0319174,Half Full
6470,N09,N124,Mylapore,Mylapore,Mundakakanni Amman Koil 2nd Lane,S_W124_001,13.036567,80.27133,80.2713305,13.0365671,Full
6471,N09,N124,Mylapore,Mylapore,Nattu Subbaraya Street,S_W124_001,13.031384,80.265114,80.2651142,13.0313845,Full
6472,N09,N125,Mylapore,Kailasapuram,Kailasapuram 4th Lane,S_W125_001,13.042417,80.276235,80.2762353,13.0424174,Full
6473,N09,N125,Mylapore,Kailasapuram,Kailasapuram 3rd Lane,S_W125_001,13.043047,80.277419,80.2774189,13.0430467,Half Full
6474,N09,N125,Mylapore,Santhome,Custain Beach Street,S_W125_001,13.029051,80.277125,80.2771253,13.0290513,Full
6475,N09,N125,Mylapore,Mylapore,Mangollai,S_W125_001,13.033285,80.27123,80.2712303,13.0332848,Full
6476,N09,N125,Mylapore,Mylapore,Thandavarayan Street,S_W125_001,13.02885,80.275954,80.2759536,13.0288505,Empty
6477,N09,N125,Mylapore,Mylapore,Appu Street,S_W125_001,13.030046,80.274339,80.274339,13.0300457,Half Full
6478,N09,N125,Mylapore,Karaneeswararpuram,Kamarajar Salai,S_W125_001,13.039093,80.2789,80.2788999,13.0390926,Full
6479,N09,N125,Mylapore,Karaneeswararpuram,Kamarajar Salai,S_W125_002,13.038155,80.278551,80.2785505,13.0381548,Half Full
6480,N09,N125,Mylapore,Karaneeswararpuram,Kamarajar Salai,S_W125_003,13.038429,80.277017,80.2770167,13.0384294,Full
6481,N09,N125,Mylapore,Karaneeswararpuram,Kamarajar Salai,S_W125_004,13.038917,80.276378,80.2763782,13.0389168,Full
6482,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_001,13.039185,80.279873,80.2798729,13.0391855,Empty
6483,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_002,13.039152,80.279936,80.2799363,13.0391521,Full
6484,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_003,13.028472,80.279096,80.2790958,13.0284721,Half Full
6485,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_004,13.029389,80.279221,80.2792207,13.0293886,Empty
6486,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_005,13.029472,80.27922,80.2792199,13.0294719,Full
6487,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_006,13.034064,80.279791,80.2797908,13.0340636,Full
6488,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_007,13.034831,80.279884,80.2798837,13.034831,Full
6489,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_008,13.03482,80.279905,80.2799048,13.0348196,Full
6490,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_009,13.034801,80.279858,80.279858,13.0348014,Empty
6491,N09,N125,Mylapore,Dooming Kuppam,Dooming Kuppam,S_W125_010,13.037236,80.278862,80.278862,13.0372356,Half Full
6492,N09,N125,Mylapore,Mylapore,Devadi Street,S_W125_001,13.032866,80.273962,80.2739622,13.0328661,Empty
6493,N09,N125,Mylapore,Mylapore,Devadi Street,S_W125_002,13.032916,80.274017,80.2740166,13.0329161,Full
6494,N09,N125,Mylapore,Mylapore,Chithirakulam North Street,S_W125_001,13.031534,80.271835,80.2718353,13.0315338,Half Full
6495,N09,N125,Mylapore,Santhome,Papanasam Sivan Salai (Palace Salai),S_W125_001,13.035493,80.277332,80.277332,13.0354926,Full
6496,N09,N125,Mylapore,Mylapore,Appu 2nd Street,S_W125_001,13.029512,80.276215,80.2762146,13.0295115,Half Full
6497,N09,N125,Mylapore,Santhome,Rosari Church Road,S_W125_001,13.03369,80.276526,80.276526,13.0336904,Full
6498,N09,N125,Mylapore,Santhome,Dr. Radhakrishnan Salai,S_W125_001,13.039209,80.278883,80.2788826,13.0392089,Full
6499,N09,N125,Mylapore,Santhome,Dr. Radhakrishnan Salai,S_W125_002,13.038034,80.278626,80.2786265,13.0380336,Half Full
6500,N09,N125,Mylapore,Dooming Kuppam,Dhanappa Street,G_W125_001,13.029384,80.279228,80.2792277,13.0293845,Full
6501,N09,N125,Mylapore,Dooming Kuppam,Dhanappa Street,G_W125_002,13.029393,80.279238,80.279238,13.0293925,Empty
6502,N09,N125,Mylapore,Kailasapuram,Kailasapuram 5th Lane,S_W125_001,13.042622,80.276267,80.2762675,13.0426216,Full
6503,N09,N125,Mylapore,Santhome,Dmonte Street,S_W125_001,13.028451,80.277441,80.2774412,13.028451,Full
6504,N09,N125,Mylapore,Santhome,Dmonte Street,S_W125_002,13.028421,80.277428,80.2774279,13.0284207,Full
6505,N09,N125,Mylapore,Mylapore,Nadu Street,S_W125_001,13.033278,80.271204,80.271204,13.0332777,Full
6506,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_001,13.037357,80.278367,80.2783674,13.0373575,Half Full
6507,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_002,13.036256,80.277962,80.2779616,13.0362563,Full
6508,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_003,13.034568,80.277565,80.2775647,13.0345684,Full
6509,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_006,13.042672,80.276288,80.2762884,13.0426725,Full
6510,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_004,13.037363,80.278369,80.2783687,13.037363,Full
6511,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_005,13.037753,80.277626,80.2776265,13.0377526,Empty
6512,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_007,13.03107,80.277251,80.2772507,13.0310702,Empty
6513,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_008,13.030657,80.277098,80.2770978,13.030657,Half Full
6514,N09,N125,Mylapore,Mylapore,Santhome High Road,S_W125_009,13.029556,80.276503,80.2765031,13.0295556,Full
6515,N09,N125,Mylapore,Mylapore,Muthu Street,S_W125_001,13.03057,80.275795,80.2757948,13.0305702,Half Full
6516,N09,N125,Mylapore,Mylapore,Muthu Street,S_W125_002,13.030648,80.274311,80.2743113,13.0306476,Full
6517,N09,N125,Mylapore,Mylapore,Kutchery Salai,S_W125_001,13.034054,80.275064,80.275064,13.0340536,Full
6518,N09,N125,Mylapore,Mylapore,Kutchery Salai,S_W125_002,13.034538,80.272751,80.2727515,13.0345379,Full
6519,N09,N125,Mylapore,Mylapore,Kutchery Salai,S_W125_003,13.034827,80.27236,80.2723605,13.034827,Empty
6520,N09,N125,Mylapore,Mylapore,Sundareswararsamy Street,S_W125_001,13.032393,80.271081,80.2710814,13.0323933,Half Full
6521,N09,N125,Mylapore,Mylapore,Sundareswararsamy Street,S_W125_002,13.032401,80.272674,80.2726739,13.0324007,Half Full
6522,N09,N126,Mandavelipakkam,Mandavelipakkam,5th Trust Cross Street,S_W126_001,13.026023,80.270881,80.2708815,13.026023,Half Full
6523,N09,N126,Raja Annamalai Puram,Mandavelipakkampakkam,Jonahan Street,G_W126_001,13.027229,80.275203,80.2752034,13.0272285,Full
6524,N09,N126,Raja Annamalai Puram,Foreshore Estate,Leith Castle 1st Cross Street,G_W126_001,13.026773,80.277094,80.2770937,13.0267726,Full
6525,N09,N126,Mandavelipakkam,Mandavelipakkam,Thiruvengadam Street,S_W126_001,13.025924,80.263285,80.2632853,13.0259237,Full
6526,N09,N126,Mandavelipakkam,Mandavelipakkam,Devanathan Street,S_W126_001,13.027679,80.263574,80.2635743,13.027679,Full
6527,N09,N126,Mandavelipakkam,Mandavelipakkam,Devanathan Street,S_W126_002,13.027867,80.263603,80.2636031,13.0278669,Full
6528,N09,N126,Mandavelipakkam,Mandavelipakkam,Norton Road,S_W126_001,13.026985,80.26823,80.2682296,13.0269849,Full
6529,N09,N126,Mandavelipakkam,Mandavelipakkam,Sringeri Mutt Road,S_W126_001,13.026039,80.260305,80.2603053,13.0260388,Empty
6530,N09,N126,Mandavelipakkam,Mandavelipakkam,1st Trust Link Street,G_W126_001,13.025926,80.266958,80.2669584,13.025926,Full
6531,N09,N126,Mylapore,Santhome,Loop Road,G_W126_001,13.026368,80.278831,80.2788314,13.0263683,Full
6532,N09,N126,Mylapore,Santhome,Loop Road,S_W126_001,13.025477,80.278708,80.2787079,13.0254769,Empty
6533,N09,N126,Mylapore,Santhome,Loop Road,S_W126_002,13.02439,80.278574,80.2785741,13.0243897,Half Full
6534,N09,N126,Mylapore,Santhome,Loop Road,S_W126_003,13.023056,80.278363,80.2783628,13.0230557,Full
6535,N09,N126,Mylapore,Santhome,Loop Road,S_W126_006,13.022615,80.277317,80.277317,13.0226154,Full
6536,N09,N126,Mylapore,Santhome,Loop Road,S_W126_006,13.023024,80.277075,80.2770746,13.0230239,Full
6537,N09,N126,Mylapore,Santhome,Loop Road,S_W126_007,13.024032,80.275624,80.275624,13.0240324,Empty
6538,N09,N126,Mylapore,Santhome,Loop Road,S_W126_008,13.023839,80.274478,80.2744784,13.0238394,Full
6539,N09,N126,Mandavelipakkam,Mandavelipakkam,Ramakrishna Mutt Road,S_W126_001,13.027291,80.266088,80.2660876,13.0272908,Full
6540,N09,N126,Mandavelipakkam,Mandavelipakkam,Ramakrishna Mutt Road,S_W126_001,13.027561,80.266207,80.2662067,13.0275605,Empty
6541,N09,N126,Mandavelipakkam,Mandavelipakkam,South Canal Bank Road,S_W126_001,13.026113,80.266185,80.2661852,13.0261132,Full
6542,N09,N126,Mandavelipakkam,Mandavelipakkam,South Canal Bank Road,S_W126_002,13.025113,80.268553,80.2685525,13.0251134,Full
6543,N09,N126,Mandavelipakkam,Jeth Nagar,Jeth Nagar 1st Cross Street,G_W126_001,13.026886,80.261464,80.2614641,13.0268861,Full
6544,N09,N126,Mandavelipakkam,Jeth Nagar,Jeth Nagar 2nd Cross Street,S_W126_001,13.027887,80.260831,80.2608306,13.027887,Empty
6545,N09,N126,Mandavelipakkam,Mandavelipakkam,1st Trust Main Road,G_W126_001,13.027601,80.269362,80.269362,13.0276006,Full
6546,N09,N126,Mandavelipakkam,Mandavelipakkam,2nd Loop Street And Lane,S_W126_001,13.025795,80.272881,80.2728806,13.0257952,Empty
6547,N09,N126,Mandavelipakkam,Mandavelipakkam,6th Trust Cross Street,S_W126_001,13.028277,80.270391,80.2703908,13.0282768,Full
6548,N09,N126,Mandavelipakkam,Mandavelipakkam,6th Trust Cross Street,S_W126_002,13.02776,80.270443,80.270443,13.0277602,Full
6549,N09,N126,Mandavelipakkam,Mandavelipakkam,Venkatakrishna Road,S_W126_001,13.026577,80.264118,80.2641182,13.0265767,Half Full
6550,N09,N126,Mandavelipakkam,Mandavelipakkam,Venkatakrishna Road,S_W126_002,13.026604,80.26348,80.2634796,13.026604,Half Full
6551,N09,N126,Mandavelipakkam,Mandavelipakkam,Venkatakrishna Road,S_W126_003,13.026762,80.261936,80.2619365,13.0267623,Full
6552,N09,N126,Mandavelipakkam,Mandavelipakkam,Venkatakrishna Road,S_W126_004,13.026837,80.26125,80.2612499,13.026837,Full
6553,N09,N126,Mandavelipakkam,Mandavelipakkam,Thiruvalluvarpet,S_W126_001,13.028452,80.262647,80.2626474,13.0284517,Half Full
6554,N09,N126,Mandavelipakkam,Jeth Nagar,Jeth Nagar 3rd Cross Street,S_W126_001,13.027606,80.261947,80.2619473,13.0276057,Empty
6555,N09,N126,Raja Annamalai Puram,Foreshore Estate,Leith Castle North Street,S_W126_001,13.027307,80.276832,80.2768316,13.027307,Full
6556,N09,N126,Raja Annamalai Puram,Foreshore Estate,Leith Castle Middle Street,S_W126_001,13.02632,80.27765,80.2776504,13.0263199,Full
6557,N09,N126,Raja Annamalai Puram,Mandavelipakkampakkam,East Circular Road,S_W126_001,13.028077,80.273537,80.2735367,13.0280765,Full
6558,N09,N126,Raja Annamalai Puram,Mandavelipakkampakkam,East Circular Road,S_W126_002,13.028133,80.274228,80.2742277,13.028133,Full
6559,N09,N126,Mandavelipakkam,Mandavelipakkam,West Circular Road,S_W126_001,13.028531,80.272486,80.2724856,13.0285313,Half Full
6560,N09,N126,Mandavelipakkam,Mandavelipakkam,West Circular Road,S_W126_002,13.028712,80.271592,80.2715919,13.0287125,Half Full
6561,N09,N126,Mandavelipakkam,Mandavelipakkam,West Circular Road,S_W126_003,13.028719,80.270066,80.2700655,13.0287188,Empty
6562,N09,N126,Mandavelipakkam,Mandavelipakkam,Arunachalam Street,S_W126_001,13.028522,80.261637,80.2616372,13.0285225,Full
6563,N09,N126,Mandavelipakkam,Mandavelipakkam,Trustpakkam South Street,S_W126_001,13.027361,80.264025,80.2640251,13.0273605,Half Full
6564,N09,N126,Mandavelipakkam,Mandavelipakkam,3rd Trust Cross Street,G_W126_001,13.027077,80.271338,80.2713377,13.027077,Full
6565,N09,N126,Mandavelipakkam,Mandavelipakkam,3rd Trust Cross Street,G_W126_002,13.027888,80.271375,80.2713746,13.0278882,Full
6566,N09,N126,Mandavelipakkam,Mandavelipakkam,4th Trust Cross Street,G_W126_001,13.026542,80.267895,80.2678949,13.0265419,Empty
6567,N09,N126,Mandavelipakkam,Mandavelipakkam,4th Trust Cross Street,S_W126_001,13.026575,80.267078,80.2670781,13.0265754,Half Full
6568,N09,N126,Mandavelipakkam,Mandavelipakkam,Andimanyam Thottam,S_W126_001,13.027166,80.26526,80.2652599,13.0271662,Half Full
6569,N09,N126,Mandavelipakkam,Mandavelipakkam,Andimanyam Thottam,S_W126_002,13.027252,80.265297,80.2652966,13.0272523,Half Full
6570,N09,N126,Raja Annamalai Puram,Mandavelipakkampakkam,Madha Church Road,S_W126_001,13.028715,80.273494,80.2734938,13.0287148,Full
6571,N09,N126,Raja Annamalai Puram,Mandavelipakkampakkam,Madha Church Road,S_W126_001,13.028666,80.272567,80.2725672,13.0286657,Half Full
6572,N09,N126,Mandavelipakkam,Mandavelipakkam,R K Nagar 2nd Main Road(V K Iyer Road),G_W126_001,13.026101,80.261432,80.2614321,13.0261013,Half Full
6573,N09,N126,Mandavelipakkam,Mandavelipakkam,R K Nagar 2nd Main Road(V K Iyer Road),G_W126_002,13.026231,80.261454,80.2614543,13.0262314,Half Full
6574,N10,N127,Koyambedu,Jai Nagar,8th Street - Jai Nagar,S_W127_002,13.066436,80.208588,80.2085877,13.0664358,Full
6575,N10,N127,Koyambedu,Koyambedu,Mangamma Nagar,S_W127_005,13.072531,80.196201,80.1962014,13.072531,Half Full
6576,N10,N127,Koyambedu,Koyambedu,Pillayar Koil Street,G_W127_005,13.074121,80.197834,80.1978337,13.0741207,Full
6577,N10,N127,Koyambedu,Kumaran Nagar,2 Main Road - Kumaran Nagar,G_W127_004,13.062848,80.19421,80.1942101,13.0628478,Empty
6578,N10,N127,Koyambedu,Postal Audit Colony,1 Street- Postal Audit Colony,S_W127_007,13.058556,80.198089,80.1980889,13.0585565,Half Full
6579,N10,N127,Koyambedu,Postal Audit Colony,Kambar Street - Postal Audit Colony,G_W127_003,13.058561,80.198142,80.1981424,13.0585609,Empty
6580,N10,N127,Koyambedu,Postal Audit Colony,Thiru V.K. Street - Postal Audit Colony,S_W127_008,13.058629,80.19656,80.1965605,13.0586295,Full
6581,N10,N127,Koyambedu,Saf Games Village,Cross Street - Saf Games Village,S_W127_007,13.065871,80.208554,80.208554,13.0658713,Half Full
6582,N10,N127,Virugambakkam,Sai Nagar,1st Street - Sai Nagar,G_W127_004,13.058586,80.197983,80.1979831,13.0585864,Full
6583,N10,N127,Virugambakkam,Chinmaya Nagar Stage Ii,Nerkundram Road - Chinmaya Nagar Stage Ii,G_W127_004,13.063441,80.19039,80.1903895,13.0634409,Half Full
6584,N10,N127,Virugambakkam,Chinmaya Nagar Stage Ii,Nerkundram Road - Chinmaya Nagar Stage Ii,S_W127_007,13.063483,80.190378,80.1903776,13.0634826,Empty
6585,N10,N127,Koyambedu,Chinmaya Nagar 2nd Extn,2nd Street - Chinmaya Nagar 2nd Extn,G_W127_001,13.061879,80.196063,80.1960632,13.0618793,Full
6586,N10,N127,Koyambedu,Koyambedu,Bajanaikoil Street,G_W127_002,13.074118,80.197856,80.1978557,13.0741177,Half Full
